proteins,PDAC,PDAC_DB,PDAC_DB.1,PDAC_DB.2,PDAC_t,PDAC_t.1,PDAC_t.2,PDAC_t.3,PDAC_t.4,PDAC_t.5,PDAC_t.6,PDAC_t.7,PDAC_t.8,PDAC_t.9,PDAC.1,PDAC.10,PDAC.11,PDAC.12,PDAC.13,PDAC.14,PDAC.15,PDAC.16,PDAC.17,PDAC.18,PDAC.19,PDAC.2,PDAC.20,PDAC.21,PDAC.22,PDAC.23,PDAC.24,PDAC.25,PDAC.26,PDAC.27,PDAC.28,PDAC.29,PDAC.3,PDAC.30,PDAC.31,PDAC.32,PDAC.33,PDAC.34,PDAC.35,PDAC.36,PDAC.37,PDAC.38,PDAC.39,PDAC.4,PDAC.40,PDAC.41,PDAC.42,PDAC.43,PDAC.44,PDAC.5,PDAC.6,PDAC.7,PDAC.8,PDAC.9
Q12905,-0.559826542,-0.106238236,-0.204431494,-0.010475945,-0.225578996,0.258998954,-0.726157387,-0.049914465,-0.444919478,-0.965142247,-0.018353133,0.805629732,0.492116433,0.148843859,-0.172775777,-0.791616663,-0.489676038,-0.039542695,-1.273530811,-0.248083781,-1.689352616,0.190041728,-0.096195527,0.147587647,-0.213180277,-0.167968384,0.117082252,-0.274785824,-0.274498755,-0.02615983,0.464056984,-0.188103439,-0.094814596,0.003973599,-0.21494907,0.883526544,0.430518202,-0.336027628,0.195314946,-0.431091063,-1.183196492,-0.06920577,0.271247586,0.567815094,0.14288181,-0.375425948,0.284644698,-0.070210066,0.456934625,-0.754006999,0.570416217,0.045761749,0.991818832,-0.549242614,-0.545839387,-0.820624013,-0.246908003,-0.043904214
Q12906,-0.160849589,-0.158715374,-0.337205997,-0.273421183,-0.209196874,-0.364652084,-0.602138066,-0.289904132,0.348868843,0.313103847,-0.145921521,-0.116845814,-0.953512546,0.349950378,0.028038672,-0.513118852,0.252319297,0.050763316,-0.013699072,0.073900043,0.245388878,-0.196335296,0.040555855,-0.28792622,0.321779855,0.034865323,0.125432282,-0.1980551,-1.094991846,0.235797806,0.251766963,-0.26137532,-0.327281987,0.331099197,0.21053686,0.179586091,0.150398635,-1.141072348,-0.093194614,0.062307205,-0.324837739,0.208412611,-0.44785107,-0.112585813,-0.756647585,-0.417815155,0.195370221,-0.821049287,0.160295864,-0.007799596,-0.467796361,-0.169390427,0.705225597,-0.545109713,-1.015788255,-0.074159724,0.109402774,0.109914913
Q12907,0.646252644,1.115207545,1.415687522,1.307709054,-0.366250136,0.45833436,0.391155598,0.577872334,0.865755702,0.371246633,1.136311416,1.34683293,1.400840012,0.57546755,1.09257288,0.677093604,0.627320146,0.356265622,0.457264587,0.49723752,0.693274382,0.645562116,1.04261364,0.645684139,0.48487241,0.652195538,0.727081673,0.319483433,0.976930762,0.870958501,1.046376422,0.737305426,1.069671985,0.32340083,0.327171538,0.297071931,1.330261756,0.42527781,1.039128716,1.130350247,0.316650847,1.020172834,0.64279415,0.639166294,0.526159499,0.707493898,0.606149435,0.696590191,0.639300256,1.285950882,0.29242053,0.312830974,0.565509834,0.455965776,0.587329287,0.493058052,0.335611343,1.159770235
Q12931,0.055762011,0.437062419,0.493288218,0.591166886,-0.31649613,0.826745288,-1.207233396,0.201569393,0.51163497,-1.137675709,0.428919411,1.144140248,-1.258192014,0.286569541,0.231303913,0.034288262,-0.230295287,-0.164894056,0.143802424,0.300733216,-0.288805708,-0.272168584,-3.563858923,-2.430419515,-0.275939333,-0.480024201,-0.020077955,0.505112419,-0.489936867,0.167506875,0.316568037,-1.032761309,-0.41559149,-0.018553931,0.05865027,0.323255862,0.513099267,-1.649555925,-0.462247703,-1.607208457,0.418193737,-2.67962767,-0.514476171,-0.534992079,-2.433759672,-4.135737207,0.062302758,0.51664633,-0.028837991,-0.748678922,-0.017949023,0.794585318,0.661558849,-2.184249404,0.045916938,-0.094599018,0.481991474,-0.281643189
Q13148,0.009076897,-0.047750397,-0.034749996,-0.037796203,-0.005743006,-0.31632196,0.099031477,0.148678854,0.008142033,0.565387572,-0.027634859,0.035867628,-0.023922995,-0.040661815,-0.059257887,-0.051121611,-0.009855601,-0.004034942,-0.059142852,-0.002314188,-0.022744854,-0.036554664,0.252926666,-0.032433662,-0.031535029,-0.029921242,-0.021574536,0.044865262,0.10255619,0.005260929,-0.001735727,-0.028206515,0.225654065,-0.081126455,-0.077355746,-0.047281772,0.00196475,0.103515318,-0.003332148,0.323725324,-0.061316654,0.286100823,-0.078169554,-0.016736377,0.319299351,0.042028875,-0.060058204,-0.032134631,-0.042816524,-0.028277764,-0.196194716,-0.072619221,0.01705275,0.288301522,-0.04984646,-0.023349387,-0.068915941,-0.015209017
Q13148,-0.046284946,-0.605179433,-0.458997108,-0.512050147,0.43094661,-0.32562683,0.341745712,0.160306461,-0.180544122,0.089275053,-0.12308486,-0.043013932,0.287891718,-0.148507943,-0.206563704,-0.189103275,-0.822998984,0.088583192,-0.417935038,-0.414222742,-1.504054531,-0.199272002,-0.265845817,-0.200462073,0.119874224,-0.320627847,0.000702606,0.457582876,0.544439493,0.122288057,-0.329718908,-1.126462764,0.276897677,0.178242053,-0.355222701,-0.15506443,0.997477056,0.111745912,-0.13398548,0.490209611,-0.059280173,-0.307481291,0.301253048,-0.271953845,0.280496815,0.035850346,0.12746634,0.086554184,0.431499713,0.879612232,-0.076382287,0.416146877,-0.292474456,0.139232949,-0.221926969,-0.242076562,-0.410190332,0.021185287
Q13151,0.651589175,0.105809067,-0.087954254,0.117601295,0.520765041,0.389802972,0.476325127,0.349504325,-0.422486253,0.533358824,0.278916478,0.126292266,0.553308426,0.343792104,-0.832629919,0.360433687,-0.118782784,-0.223581928,0.304925522,0.419350724,0.008579445,-0.066859081,0.727461587,0.467400513,0.641924728,0.27179814,0.286927772,0.207890767,0.410568967,0.621234121,0.48119417,0.016405081,-1.078997485,0.121632933,-0.071057251,0.080058899,0.510704656,0.902345179,0.3574359,-0.728424909,0.152218968,0.836559109,-0.941935594,0.217434396,0.022127842,0.001752873,-0.062037295,0.236053075,0.263602446,-0.09715209,-0.447030875,-0.266953156,0.371914963,-1.030047031,0.084267974,-0.061047327,-0.162735685,0.150048963
Q13177,0.510264387,1.167473355,0.667606556,0.343875753,0.239665152,0.687674784,0.43273152,0.638903299,0.717600991,0.660995413,0.649525471,0.694759392,0.265625739,0.636498515,0.207236763,0.37588335,0.689770453,0.312457252,0.398600617,0.717739192,0.680788184,0.722775151,0.69507313,0.708134446,0.426208439,0.729408573,0.698478843,0.063855518,0.695795367,0.452499603,0.681943465,0.708702596,0.690408882,0.430030503,0.473688847,0.636397421,0.685643943,0.708134446,0.716721232,0.751087144,0.112405867,0.69287054,0.358548473,0.703317003,0.746661171,-0.473378511,0.112819661,0.265098527,0.716513291,0.71514291,0.631746021,0.106886738,0.700731943,0.545868547,0.649779594,0.273883771,0.690413874,0.323338269
Q13185,-0.239388486,-0.48227046,-0.556425117,-0.982238671,-0.06669019,-0.504898033,0.815788978,-0.395895442,-0.531133749,0.375481046,-0.505204992,-0.142080668,-0.399404635,-0.137387452,-0.070995387,0.004941177,-0.585840372,-0.024660466,-0.658101691,-0.381735366,-0.007970249,-0.001956211,-0.639113482,-0.775426548,0.086620466,-0.489233857,-0.316620628,-0.007194499,0.142977496,0.339122532,-0.018232351,-0.088296492,-0.210622183,-0.199312547,-0.812139787,-0.224000259,0.56210579,-1.29534265,-0.600484136,-0.939036108,-0.703077431,-1.067029617,-0.284239768,-0.30844435,-1.532562377,-0.228254045,-0.459459439,-0.422215762,0.013696094,-0.068097078,-1.120726241,-0.259988876,-0.383169665,-0.374449834,-0.857504317,-0.609691753,-0.804272152,-1.831282838
Q13200,0.129890555,0.369251368,0.344443254,-0.028421693,0.767368509,0.399434819,0.64842164,0.195285235,-1.072309789,0.514899221,0.166962487,-1.161332164,0.36281682,0.044813403,0.618528645,0.419366201,0.040432204,-2.613624761,0.521282603,0.057345647,0.417429615,0.409823241,0.52186056,0.344343832,0.108229348,-0.396497421,0.247728501,-0.122594508,0.215882017,0.257908519,-0.126094985,0.018974466,0.635998642,0.060278471,-0.179140252,0.204776963,-0.013826865,0.564171592,-0.287408833,0.371816663,0.222332793,0.417202298,0.291361446,-0.031763265,0.367390689,0.189466357,0.03979576,0.175602851,-0.540474671,0.06366339,0.167014011,0.247075626,-0.097355803,0.804520105,0.280261739,0.129902061,0.020981395,0.298952321
Q13242,0.755989853,-0.110724549,0.220761134,0.202269753,-0.447647429,0.799653844,-0.054289217,-0.096719614,0.535519898,-0.331148461,0.357623187,0.915985068,0.038792759,0.593339364,-0.674192354,-0.516066072,0.037715958,-0.232698657,0.898221401,0.357011836,0.519633218,0.047412349,0.59697231,0.237116017,-0.422048128,0.31828801,-0.955627273,-0.366270652,0.430915112,0.00585413,0.231787432,-0.936050591,0.081268584,-0.061504614,0.152926938,0.667932129,0.612651922,-0.082231767,0.069536849,0.105391407,-0.882207774,0.152602916,0.245129422,-0.576913124,0.254070581,0.104476069,0.148650392,-0.33078352,0.461588756,0.796907553,-0.393316772,-0.191869859,1.17086295,-0.251927831,-0.469876717,-0.420938674,0.605807865,0.360006629
Q13243,-1.935399506,0.584463097,-0.275015749,0.612558313,1.91997954,0.219195064,1.913809434,-1.108143444,0.535441454,1.893900468,-0.670440877,0.146978178,1.90067602,-1.03324861,-1.393501362,0.769608897,1.820158252,1.617754217,0.776407377,1.08164561,1.432112063,1.108499501,1.450377207,1.394271716,-1.620064316,0.004420577,1.175310595,-3.209441135,-0.994741017,0.012173042,0.333299319,1.395940922,1.0209738,-0.118728743,0.655838112,0.841393681,-0.20897472,1.435242702,0.57745787,0.237456578,-1.411396632,1.681786572,0.07481976,-1.769699407,-0.759744564,-0.439799018,-1.935971598,0.064845926,0.211782977,-0.201635295,-0.099793592,1.715086924,1.926287591,1.513244594,0.4313707,0.77947408,-0.457053502,1.226470358
Q13243,0.081554688,-0.403577745,-0.10618764,-0.158649623,0.654647844,-0.251351031,0.038643783,-0.754833471,-0.848467605,0.376166468,0.547488401,-1.48541426,0.331774831,-0.171196173,-0.080258116,0.056273881,0.06262219,-0.17222363,0.04825264,0.088225573,-0.515799769,0.073723802,0.495727259,-0.00579338,-0.133153797,-0.408547526,0.068965225,-0.24462605,-0.033506661,-0.414575448,-0.469080049,0.079188977,0.432433503,-0.13662115,0.03292272,-0.421317409,-0.700598777,0.402533968,-0.572051485,0.27944101,0.028828075,0.247496534,-0.732104181,-0.095852084,0.275015037,0.417253482,0.034311122,-0.133753399,-0.202398723,-1.004129373,0.004597758,0.562909349,-0.598130987,0.482711473,0.022631331,-0.124968155,0.041362525,0.041321912
Q13243,0.214489244,-0.184423482,0.007266927,-0.057473447,0.875599905,-0.025936034,0.69813436,-0.442867014,-0.485369136,0.733234083,0.374697813,0.098192869,0.596890196,0.064964163,-0.055819994,0.106072167,0.195556745,0.036166719,0.098050926,0.138023858,0.204575424,0.178598604,0.788315229,0.283230521,-0.037461021,-0.188874386,0.11876351,-0.054228018,0.276659204,0.234241281,0.212892742,0.128987262,0.69071448,-0.039728737,0.137797522,-0.126797172,0.117690989,0.784942872,0.0641999,0.654345893,0.16176263,0.687821814,0.086185586,-0.04432446,0.64991992,0.494164525,0.139185923,-0.038060623,-0.012000691,-0.101078791,0.137532313,0.05400068,0.075954449,0.894814134,0.155565886,-0.029275379,0.146237327,0.174256468
Q13243,-0.340724459,-0.286661222,-0.10428579,-0.247813763,0.169364358,-0.165347432,0.223587424,-0.04998019,-0.107038831,0.203678459,-0.073954791,0.009416833,0.21045401,-0.092021689,-0.311423417,-0.279047716,-0.324991317,-0.325609084,0.025844583,0.05063328,0.020825811,0.046477803,0.509087362,0.432679862,-0.289415165,-0.124739422,0.038362488,-0.202449166,0.69243397,0.357071903,0.250713063,0.023821025,0.618578568,-0.200219129,-0.464139993,-0.089269377,0.538985899,0.184829118,0.182745532,0.324363619,-0.166777447,0.192034115,-0.326585058,0.069142076,0.290189324,0.037550518,-0.067121015,-0.297865993,-0.139617717,0.351622794,-0.495918719,-0.394791275,0.199552943,0.43376381,-0.169204627,-0.52583908,-0.434909289,0.124765495
Q13247,-0.13475806,-0.191668862,-0.183070186,-0.069362775,0.653502931,-0.078148909,0.568902332,0.063214822,-0.728552908,0.715801248,-0.075422655,0.263384401,0.591678141,0.010360016,-0.333570914,-0.09481203,-0.268568728,-0.119830652,0.129561547,-0.322228773,-0.192058253,0.182507804,0.433669418,0.317312683,-0.129125086,-0.17069574,0.321192192,-0.319198816,0.475316472,0.198213535,0.239459935,-0.246620695,0.602886906,-0.105381542,-0.275153242,0.044671987,0.184853126,0.280355492,0.049216563,-0.372613439,0.020875392,0.302144494,0.293378989,0.44848922,0.265122187,0.409523482,-0.306283072,0.140750129,0.24771704,0.048377218,-0.108210506,-0.002199353,0.380348014,0.74741182,0.092630601,0.343333947,0.180960215,0.111321183
Q13263,-0.284774191,-0.286283682,-0.386864397,-0.245523748,-0.298232039,-0.397282694,-0.195679844,-0.332094133,-0.36030838,-0.378631222,-0.127444571,0.162640738,0.16665376,0.083322169,-0.538594139,-0.296918472,0.122448798,0.079218569,-0.167805533,0.00291391,0.032184853,-0.26263062,-1.094724644,-0.757474748,0.274851702,0.505294299,-0.085283224,0.153444907,-0.180015685,0.551632541,-0.06364041,-0.12451636,-1.048288671,-0.15256596,0.010914099,0.402316813,0.550080991,-1.83344921,0.094581322,-0.959401582,-0.384637321,-0.523094838,-0.897031739,0.504300956,-1.196336528,-0.155447433,-0.39698918,0.245003364,0.00615223,-0.484760758,-0.308951587,0.55767451,0.074772233,-1.169403973,-1.099905527,-0.261870621,0.297268165,-0.202978143
Q13283,-0.596141907,-0.009278819,0.082456763,-0.364899629,0.47443642,0.00997009,0.630108359,0.023710734,-0.556863619,0.628487392,0.054395277,-0.170069691,0.472041142,0.327624807,-0.274427404,0.086040811,-0.13234441,-0.396020962,-0.059432768,-0.08080933,-0.420718009,-0.12300087,0.742286164,0.224142751,-0.153639069,-0.337353709,-0.016864453,-0.030161798,0.114431271,0.018247282,-0.134687251,-0.163745756,0.841423564,-0.372119815,-0.433945975,0.110819806,-0.053300675,0.291043828,0.136442105,0.627259926,0.057964439,0.442203637,0.610450724,0.643229409,0.680290223,-0.408930496,-0.434105352,0.382022813,-0.115125961,0.14067551,-0.854485243,0.031181477,-0.510889069,1.001078127,-0.097433424,0.303886166,-0.162231462,-0.471925627
Q13347,-0.236200486,-1.15876198,-1.06952209,-1.179458204,1.351482882,0.483924033,1.626441812,-1.60325263,-1.886518633,-1.561238523,-0.279708147,-0.41668935,0.400344862,0.236456724,-1.221000987,-0.412741753,-0.255132984,-0.241275412,-0.411454833,-0.380790062,-0.380380802,-0.378281472,0.187909046,0.421866699,-1.193278129,-1.241377987,-0.40005041,-0.769775853,-0.227686224,-0.255963316,-0.262959972,-0.389826658,0.098858927,-0.422853262,-0.419082554,-0.308506016,-0.259259494,1.039715956,-0.381808022,0.192920268,-0.280890186,0.214530289,0.367870792,-0.395212251,0.188494294,0.440412816,-0.417694152,-1.193877731,-0.374425403,-0.385913712,-0.313157416,-0.05562774,-0.244171494,0.608502467,-0.295123843,-1.185092487,-0.410642749,-0.276433262
Q13404,0.033026587,0.159910581,0.110202409,0.129901566,-1.294824442,-0.15769047,-1.347118163,-1.528828591,0.118776023,-0.97724551,-0.336516091,-0.316943942,-1.207524341,-0.494893468,0.022086452,0.030222729,0.267049761,-0.191124117,-0.217954832,-0.52855833,-0.294693081,-0.226611557,-0.080206102,-0.109622817,0.070758631,0.307020036,0.069959117,0.038242037,-0.230422474,-0.071591991,-0.207149069,0.018907437,0.240034271,-0.27071318,0.082787117,-0.441800099,-0.167042983,-0.757497084,-0.181319567,0.448181767,-0.230738892,0.293996827,0.047420142,-0.111923887,-0.165550533,0.241572258,-0.442822652,0.049209709,0.044954134,-0.48535103,0.378674623,0.009861139,-0.623584736,-0.14817037,-0.236935636,0.263920884,0.091226922,-0.218245054
Q13409,-0.286950294,0.065490348,0.177260709,-0.341780941,0.932593192,-0.041779875,-0.177263996,0.512158509,-0.634269372,0.048157303,-0.747073864,-0.384728691,-0.133845959,-0.215668506,-0.126007911,-0.01774579,-0.034086756,-0.262588548,-0.188251138,-0.898117328,-0.421240132,-0.119678125,0.381071725,-0.333751738,-0.513107427,-0.052779534,-0.155529735,-0.051026897,-0.354932518,-0.042180083,-0.440618586,-0.152697359,0.216155546,0.032477433,-0.217523839,0.095114777,-0.124254882,0.303351379,-0.46592535,-0.03512266,-0.397076856,-0.02022691,-0.105534228,-0.109316961,-0.113990278,-0.122871056,-0.343661404,0.023988363,-0.310510583,-0.081938021,-0.293506124,-0.080662995,-0.142540248,0.322316146,-0.4032736,-0.09009941,-0.173133857,-0.125153437
Q13428,0.462111754,0.490989448,0.413413921,0.471375418,-0.121844412,0.480117552,0.371219364,0.869484591,0.216963922,-1.205119348,0.221451174,0.298252429,0.519615794,0.436700013,0.448402693,0.45653897,0.443179255,0.448999915,0.448517729,0.523200697,0.529164505,0.496799565,-0.149346984,-0.167686838,0.476125552,0.503432987,0.503940348,0.448310379,-0.16003546,0.479475396,0.472478739,0.479454066,-0.097757897,0.452227775,0.455998483,0.426932695,0.476179217,-0.136285668,0.522182737,-0.037079635,0.19855721,-0.151549574,0.314525541,0.508778507,-0.041505608,-0.146326337,0.491851155,0.47552595,0.490537705,0.523631595,0.574606339,0.167889155,0.491267217,-0.02678264,0.403188396,0.484311193,0.464438288,0.45900545
Q13428,0.129620542,0.430216012,0.290520229,-0.377768256,0.05755738,0.02656639,0.163295368,0.286204743,0.118769676,0.262601103,0.075538033,0.033650997,0.103267511,0.036971929,0.088635755,0.096772031,0.110688044,0.116508703,0.08875079,0.128723723,0.31374777,0.078689105,0.337279603,0.059756324,0.116358613,0.085322528,0.109463375,0.030199919,0.288867316,0.084318563,0.324149938,0.057410047,0.300268998,0.006746698,0.010517406,0.183769032,0.327850415,0.103512889,0.104753353,0.360947261,0.076893929,0.335077012,0.185107406,0.091349124,0.134693292,-0.549243259,0.039276425,0.115759011,0.072427246,0.30821486,0.273952493,0.0713748,0.342938415,0.082697105,0.045158036,0.124544255,0.018957211,0.089387766
Q13435,0.096296409,-0.34218057,-0.553108797,-0.074573159,0.745182501,0.419988513,0.341554535,0.274024723,0.177318761,0.414808232,-0.31180115,-0.473985265,0.579277383,0.087627049,0.087181502,-0.545106697,0.23465187,0.240472529,0.468382203,-0.905356267,0.178218667,0.22126488,0.116525365,-0.311042609,0.088317314,0.414975524,-0.190921532,-1.058232135,-0.321199712,0.035248114,0.794279273,0.160255913,0.038580371,-0.204708718,0.305553767,0.204629362,0.282423922,0.130517687,0.468770195,0.099258634,-0.192543501,0.114322774,0.49705645,-0.13918407,0.09483266,0.017677282,0.1818522,-0.087375916,-1.185825192,0.556342951,0.012353527,-1.004480073,0.703498011,-0.568647871,-0.358028671,-0.215718727,-0.363476414,0.191847299
Q13547,-0.365993311,-0.811820437,-0.448931075,-0.494852764,0.020584788,-0.167780367,0.036217133,0.444883898,-0.438518205,0.0083616,-0.110489011,-0.16069576,0.02308372,-0.123515967,-0.352588386,-0.453271642,-0.532978343,-0.267335436,-0.35247335,-0.421319951,0.185529232,-0.11302302,0.220137432,0.233198748,-0.138957641,-0.415562047,-0.440580299,-0.470684656,0.160648778,-0.198904241,0.207007767,-0.321537013,0.042775993,0.143056772,-0.46893293,-0.131377764,-0.049114003,0.233198748,-0.127610492,0.103454256,-0.418719925,-0.041887406,0.179202841,0.084729237,0.217451337,-0.031250739,-0.042852472,0.107188597,-0.434393708,0.179996322,-0.437168114,0.108924897,-0.215095775,0.100589033,-0.238064768,-0.431436044,-0.460493125,-0.294456373
Q13561,-1.429035579,-0.536811499,-1.273068674,-1.143599177,-1.464587651,-0.80182714,-3.039525713,-0.191479128,0.338205496,0.222593143,-1.59033007,-1.527467567,0.326403576,-2.094684733,-1.321297709,-1.51890414,-1.447968078,-1.085301993,-1.52692538,-1.486952448,-1.484653844,-1.482554514,-0.165184004,-0.750666319,-1.129282081,-0.528211313,-1.506212796,-1.189595502,-0.892236416,-1.448798409,-0.822194792,-1.495989044,-0.189581912,-1.337278355,-1.523355596,-1.031516738,-1.452094588,-1.295465095,-1.487970408,-0.708832514,-1.481762193,-0.726643681,-1.483599991,-0.844354644,-0.713258487,-0.107272324,-1.521967195,-1.129881683,-1.147368175,-0.883925174,-1.50599251,-0.72053753,-0.803406314,-1.35516972,-1.487958937,-1.121096439,-1.514915791,-1.469268355
Q13630,0.605968795,0.052902887,0.540616316,0.382964718,-0.85437502,-0.140158636,-0.433297457,0.481835431,0.995529714,-0.665896082,0.274648018,0.339214011,-1.85399547,-0.080873409,-0.776761117,0.181630579,0.411768395,0.180022684,0.804506935,-0.051583726,0.393094039,0.596982843,-0.867289776,-0.85422846,0.351930655,0.395749045,0.684198093,0.055278846,-0.002885089,0.036141677,0.199503978,0.617283212,-0.602213861,0.167527389,0.47891089,0.189909824,0.188575772,-0.85422846,0.497766901,-0.518502984,0.003177894,-0.573895619,0.157070368,0.461330057,-0.545961572,0.458338117,0.172686499,0.161081373,0.353960029,0.331405514,0.353743963,-0.002341235,0.218292456,-0.334724591,0.379934225,0.169866617,0.351931906,0.398624806
Q13813,0.37686492,1.407290073,1.425923278,1.406117675,0.830543177,0.90575299,0.811371905,0.659081914,0.937411067,0.79146294,0.821118058,0.634062056,0.321293961,1.072938523,1.084130011,0.217327734,1.088359868,0.718937389,1.11959202,1.243193276,0.893255399,0.390000096,0.828815145,0.935213613,0.797342423,1.031660168,0.654741901,0.884196038,0.840530674,0.374297166,0.513882812,0.35434907,0.668209855,0.270577673,0.532455666,0.680085062,1.211243,0.676390504,0.635253876,0.822798385,0.568688234,0.984050838,0.685983269,0.542037811,0.511720762,0.7978116,0.959324149,0.24757091,1.152486275,0.516614153,0.299051475,0.302574197,0.834473958,0.985782413,0.617523192,0.777369881,0.510650641,0.389930402
Q13813,1.01089511,1.128752999,1.012276635,0.987911992,-0.960073267,1.047569499,-0.46862677,1.141945568,0.961106368,-0.069951211,1.074699019,0.852328933,0.361712328,0.770932783,1.043064505,1.007064408,0.991962611,0.957726567,0.999043167,1.0390161,1.064107868,1.058501254,-0.246039091,0.754714743,0.987854544,1.148370662,1.019755752,0.969750586,0.632973537,0.921499789,0.991802374,1.029979504,-0.192501944,1.05973252,1.017700172,0.96454582,0.898589758,-0.37179628,0.951559651,0.035112867,0.958168496,-0.075882392,0.867084355,1.143597549,0.030686894,-0.741199532,1.019088573,0.987254942,1.011977912,1.084663891,0.933938179,0.260833278,1.056160944,-0.440938048,0.951971753,0.996040186,1.026139977,0.970662334
Q13838,0.539709687,0.332724557,0.226719586,0.113617967,-0.375457925,-0.095877638,0.016682797,-0.187168916,0.374083588,-0.094270447,0.302563362,0.522033089,0.166543383,0.30484571,0.530685286,0.055306332,0.042566636,-0.132284571,0.26314855,0.241528861,0.353365234,0.237319333,-1.118820261,-0.510043914,0.270830534,0.46292004,0.387506918,0.77718223,-1.142133103,0.657871118,-0.542914179,0.193967942,-1.550008264,0.313313891,0.123553121,0.477491109,0.063038489,-0.681594237,-0.190783136,-1.565284334,0.202941085,-2.140902592,-1.181679208,0.454613583,-0.724604138,-0.898775399,0.22454493,0.262715077,0.271487567,-1.134040336,0.07580803,0.923762861,-0.166732129,-1.215658467,-0.028226621,0.218364396,0.108893298,0.115105062
Q13951,-0.184723901,-2.318154443,-0.517865219,-1.291384234,0.395000776,-0.652147609,-0.063140833,-0.03249273,-0.628279829,0.417315541,0.525008499,0.011804196,0.499525862,-0.338623376,-1.137233034,-1.129096757,-1.428125201,-0.57851701,-0.189982844,0.004379297,-0.047667059,-0.263835946,0.50287272,0.219402778,0.064457427,-0.976147439,-0.469484687,-1.031270048,-0.148045046,-1.024802419,-0.015713048,-0.159046508,0.375663855,-0.474752656,-0.470981948,-0.131397112,-0.08215059,0.515934036,-0.051951196,0.436342117,-1.169921202,0.500670129,0.169267233,-0.065355425,0.732485302,0.088876836,-0.303248627,-1.110109777,0.224928684,-0.256442056,-0.447923847,-0.038628873,-0.06706259,0.54935388,-0.243647258,-1.101324534,-0.462542143,-0.224956677
Q14019,0.389350662,0.749216454,0.676027155,0.637557893,-1.668600246,-2.315041298,-2.432535854,-0.023428677,1.153320035,0.011913389,0.367524177,-0.499699484,-0.799207613,0.358783103,0.339199474,0.401308878,1.005067316,0.780762321,0.181125207,0.402993442,-0.00221101,0.193380991,-0.377668032,0.169313353,0.434721045,-0.370720123,0.415877953,0.349031259,-0.075375608,0.219523662,0.05280982,0.084629815,-0.210191496,0.441539692,0.747535457,-0.603229911,-0.752740102,-0.178510792,0.091818046,-0.149513234,0.49256688,-0.193774699,-0.449497527,0.166086803,0.630299482,-0.154398296,0.683019021,0.208133428,0.236899122,0.099262767,0.623164911,0.455917026,0.022669498,-0.697231124,0.328117919,0.51120685,0.670082947,0.278884732
Q14103,0.049013049,-0.460915167,-0.126480693,-0.363483021,0.636413003,0.142057154,0.588617325,-0.24585649,-0.794663435,0.854521788,-0.272951178,0.183338765,0.441880219,0.05902529,-0.165345837,-0.029073516,0.030080551,-0.313106834,-0.037094757,0.002878175,0.044574405,-0.003556426,0.735733623,0.297586824,-0.331702533,-0.462461681,-0.016382173,-0.41195581,0.36619437,0.041597055,0.070962187,-0.00615842,0.622134171,-0.191254337,-0.044357508,-0.010720195,0.189663806,0.656409684,0.153002405,0.64539265,-0.003713565,0.692999768,0.158158403,-0.10610967,0.640966676,0.360446715,-0.042969106,-0.332302135,-0.369728483,0.052006509,-0.027943882,-0.173138812,-0.049039979,0.794584376,-0.009910308,-0.323516891,-0.035917703,0.008780273
Q14103,-0.048441075,-0.435809448,-0.347718904,-0.334387819,0.008737529,-0.270813128,0.149704011,-0.187993912,-0.161121569,0.129795045,-0.404856688,-0.247767953,0.136570597,-0.354557372,-0.060927085,-0.200605226,-0.481399576,-0.304464371,-0.262156803,-0.03827336,-0.475275925,-0.326053236,0.1306076,-0.007557593,0.04049779,-0.309640718,-0.098662717,-0.317172287,0.449870628,0.784953513,0.592616385,-0.050197183,-0.18690453,-0.095559556,-0.261630853,-0.025020074,0.134156161,0.002708102,-0.211390894,-0.02454421,-1.213482658,0.180046176,0.017479521,0.092319926,0.039513654,0.32459918,-0.531466045,0.029733,-0.517131514,0.053925913,-0.518015873,-0.165668962,0.099051108,0.672985579,-0.166519892,-0.445598051,-0.564667047,-0.073779044
Q14152,-0.59733054,-0.191459358,-0.019603613,0.259599617,-0.100351203,0.04999682,0.260658749,0.039129216,-0.368293862,0.542447312,-0.472683788,-0.191255736,-0.264349211,0.138795487,0.111926902,-0.046253355,-0.175207568,-0.58792952,0.131372067,-0.104999497,0.297434517,0.104957228,-0.137594155,-0.194457215,-0.544276879,-0.015550345,0.200539199,0.004025393,-0.384194562,0.094058352,0.186068552,0.002052205,-0.437354727,-0.297395372,-0.150564745,-0.545335499,0.032835395,-0.194457215,-0.031122885,0.173143154,0.367706406,-0.076173494,-0.00903109,-0.042469149,-0.475497398,0.180406856,0.195552715,0.04681389,0.047203015,0.249603216,0.028444913,0.214332152,0.275989822,-0.223774462,-0.217135693,0.035049211,-0.01437278,0.091429539
